"Date Printed: Tuesday, April 12, 2022 10:24:43 PM"
Title: AIDS classifications | AIDS deaths | AIDS prevalence | Acute Viral Hepatitis B | Acute Viral Hepatitis C | Chlamydia | Congenital Syphilis | Early Non-Primary, Non-Secondary Syphilis | Estimated HIV incidence | Estimated HIV prevalence (undiagnosed and diagnosed) | Gonorrhea | HIV deaths | HIV diagnoses | HIV prevalence | HIV viral suppression | Hepatitis  A | Knowledge of Status | Linkage to HIV care | PrEP coverage and number of persons prescribed | Primary and Secondary Syphilis | Receipt of HIV medical care | 2017 | 2018 | 2019 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older
Footnote(s): For all HIV surveillance data: Data for the years 2020 and 2021 are preliminary (subject to a 12-month reporting lag). Rates are not reported until 12-month reporting lag complete.
Prevalence: Prevalence data for the year 2019 are preliminary and based on death data received by CDC as of December 2020. Trends through 2019 should be interpreted with caution. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for more information on death reporting by jurisdiction.
Death: Death data for the year 2019 are preliminary and based on death data received by CDC as of December 2020. Death data based on residence at death.
^ Jurisdiction with incomplete reporting of deaths for most recent year; relevant for HIV deaths, HIV prevalence, AIDS deaths, AIDS prevalence, knowledge of status, estimated HIV incidence, estimated HIV prevalence, and receipt of HIV medical care, and viral suppression indicators.
PrEP coverage, reported as a percentage, is calculated as the number of persons aged ≥16 years classified as having been prescribed PrEP divided by the estimated number of persons aged ≥16 years who had indications for PrEP.   Number prescribed, or “cases”, is defined as the number of persons aged ≥16 years classified as having been prescribed PrEP during the specified year and includes all FDA-approved drugs for PrEP.  “Population” is the annual estimated number of persons with PrEP indications. Total includes people categorized by IQVIA as Black, White, Hispanic, or Other race. Number prescribed are reported through September 2020. Data for which values are unknown were not reported; therefore, values may not sum to column total.
NA - Not applicable
 *Estimates with an RSE of 30%-50% should be used with caution because they do not meet the standard of reliability. Estimates with an RSE>50% are not shown.
 Linkage to care is based on newly diagnosed cases. Data for the years 2020 and 2021 are preliminary (subject to a 12-month reporting lag) and based on data received by CDC as of September 2021. See Technical notes for more details on data availability and stratifications.
 Receipt of care is based on persons living with HIV. See Technical notes for more details on data availability and stratifications.
 Viral suppression is based on persons living with HIV. See Technical notes for more details on data availability and stratifications.


Indicator,Year,Geography,FIPS,Cases (95% CI RSE),Rate per 100000 (95% CI),Percent (95% CI RSE)
"AIDS prevalence","2017","Nevada","32","4,588","185.2","NA"
"AIDS deaths","2019","Nevada","32","67","2.6","NA"
"AIDS deaths","2018","Nevada","32","125","4.9","NA"
"AIDS deaths","2017","Nevada","32","137","5.5","NA"
"AIDS classifications","2019","Nevada","32","208","8.1","NA"
"AIDS classifications","2018","Nevada","32","208","8.2","NA"
"AIDS classifications","2017","Nevada","32","193","7.8","NA"
"Receipt of HIV medical care","2019","New Hampshire","33","1,042","NA","81.9"
"Receipt of HIV medical care","2018","New Hampshire","33","986","NA","80.9"
"Receipt of HIV medical care","2017","New Hampshire","33","912","NA","79.4"
"Primary and Secondary Syphilis","2019","New Hampshire","33","47","4.0","NA"
"Primary and Secondary Syphilis","2018","New Hampshire","33","64","5.4","NA"
"Primary and Secondary Syphilis","2017","New Hampshire","33","43","3.7","NA"
"PrEP coverage and number of persons prescribed","2019","New Hampshire","33","620","NA","20.5"
"PrEP coverage and number of persons prescribed","2018","New Hampshire","33","503","NA","16.7"
"PrEP coverage and number of persons prescribed","2017","New Hampshire","33","322","NA","10.4"
"Linkage to HIV care","2019","New Hampshire","33","27","NA","87.1"
"Linkage to HIV care","2018","New Hampshire","33","37","NA","97.4"
"Linkage to HIV care","2017","New Hampshire","33","27","NA","81.8"
"Knowledge of Status","2019","New Hampshire","33","1,283","NA","91.9 (78.6 - 100.0, 5.9)"
"Knowledge of Status","2018","New Hampshire","33","1,227","NA","91.0 (77.7 - 100.0, 6.3)"
"Knowledge of Status","2017","New Hampshire","33","1,161","NA","89.7 (76.4 - 100.0, 6.7)"
"Hepatitis  A","2019","New Hampshire","33","Data not available","Data not available","NA"
"Hepatitis  A","2018","New Hampshire","33","Data not available","Data not available","NA"
"Hepatitis  A","2017","New Hampshire","33","Data not available","Data not available","NA"
"HIV viral suppression","2019","New Hampshire","33","965","NA","75.8"
"HIV viral suppression","2018","New Hampshire","33","902","NA","74.0"
"HIV viral suppression","2017","New Hampshire","33","812","NA","70.7"
"HIV prevalence","2019","New Hampshire","33","1,306","110.4","NA"
"HIV prevalence","2018","New Hampshire","33","1,248","106.2","NA"
"HIV prevalence","2017","New Hampshire","33","1,177","100.7","NA"
"HIV diagnoses","2019","New Hampshire","33","31","2.6","NA"
"HIV diagnoses","2018","New Hampshire","33","38","3.2","NA"
"HIV diagnoses","2017","New Hampshire","33","32","2.7","NA"
"HIV deaths","2019","New Hampshire","33","15","1.3","NA"
"HIV deaths","2018","New Hampshire","33","18","1.5","NA"
"HIV deaths","2017","New Hampshire","33","21","1.8","NA"
"Gonorrhea","2019","New Hampshire","33","410","34.6","NA"
"Gonorrhea","2018","New Hampshire","33","592","50.4","NA"
"Gonorrhea","2017","New Hampshire","33","513","43.9","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","New Hampshire","33","1,400 (1,300 - 1,600, 8.6)","118.0 (108.4 - 138.0)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","New Hampshire","33","1,300 (1,200 - 1,600, 8.7)","114.7 (104.4 - 134.3)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","New Hampshire","33","1,300 (1,200 - 1,500, 8.8)","110.7 (99.3 - 129.9)","NA"
"Estimated HIV incidence","2019","New Hampshire","33","Data suppressed","Data suppressed","NA"
"Estimated HIV incidence","2018","New Hampshire","33","Data suppressed","Data suppressed","NA"
"Estimated HIV incidence","2017","New Hampshire","33","Data suppressed","Data suppressed","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","New Hampshire","33","49","4.1","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","New Hampshire","33","41","3.5","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","New Hampshire","33","37","3.2","NA"
"Congenital Syphilis","2019","New Hampshire","33","Data not available","Data not available","NA"
"Congenital Syphilis","2018","New Hampshire","33","Data not available","Data not available","NA"
"Congenital Syphilis","2017","New Hampshire","33","Data not available","Data not available","NA"
"Chlamydia","2019","New Hampshire","33","3,576","302.2","NA"
"Chlamydia","2018","New Hampshire","33","3,733","317.6","NA"
"Chlamydia","2017","New Hampshire","33","4,412","377.4","NA"
"Acute Viral Hepatitis C","2019","New Hampshire","33","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","New Hampshire","33","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","New Hampshire","33","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","New Hampshire","33","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","New Hampshire","33","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","New Hampshire","33","Data not available","Data not available","NA"
"AIDS prevalence","2019","New Hampshire","33","622","52.6","NA"
"AIDS prevalence","2018","New Hampshire","33","610","51.9","NA"
"AIDS prevalence","2017","New Hampshire","33","595","50.9","NA"
"AIDS deaths","2019","New Hampshire","33","11","0.9","NA"
"AIDS deaths","2018","New Hampshire","33","15","1.3","NA"
"AIDS deaths","2017","New Hampshire","33","15","1.3","NA"
"AIDS classifications","2019","New Hampshire","33","10","0.8","NA"
"AIDS classifications","2018","New Hampshire","33","19","1.6","NA"
"AIDS classifications","2017","New Hampshire","33","12","1.0","NA"
"Receipt of HIV medical care","2019","New Jersey","34","Data not available","NA","Data not available"
"Receipt of HIV medical care","2018","New Jersey","34","Data not available","NA","Data not available"
"Receipt of HIV medical care","2017","New Jersey","34","Data not available","NA","Data not available"
"Primary and Secondary Syphilis","2019","New Jersey","34","631","8.4","NA"
"Primary and Secondary Syphilis","2018","New Jersey","34","569","7.6","NA"
"Primary and Secondary Syphilis","2017","New Jersey","34","498","6.6","NA"
"PrEP coverage and number of persons prescribed","2019","New Jersey","34","5,662","NA","22.4"
"PrEP coverage and number of persons prescribed","2018","New Jersey","34","4,614","NA","18.3"
"PrEP coverage and number of persons prescribed","2017","New Jersey","34","3,303","NA","11.6"
"Linkage to HIV care","2019","New Jersey","34","Data not available","NA","Data not available"
"Linkage to HIV care","2018","New Jersey","34","Data not available","NA","Data not available"
"Linkage to HIV care","2017","New Jersey","34","Data not available","NA","Data not available"
"Knowledge of Status","2019","New Jersey","34","34,555","NA","88.2 (84.8 - 92.0, 2.1)"
"Knowledge of Status","2018","New Jersey","34","34,171","NA","88.0 (84.6 - 91.6, 2.0)"
"Knowledge of Status","2017","New Jersey","34","34,058","NA","87.8 (84.6 - 91.3, 1.9)"
"Hepatitis  A","2019","New Jersey","34","Data not available","Data not available","NA"
"Hepatitis  A","2018","New Jersey","34","Data not available","Data not available","NA"
"Hepatitis  A","2017","New Jersey","34","Data not available","Data not available","NA"
"HIV viral suppression","2019","New Jersey","34","Data not available","NA","Data not available"
"HIV viral suppression","2018","New Jersey","34","Data not available","NA","Data not available"
"HIV viral suppression","2017","New Jersey","34","Data not available","NA","Data not available"
"HIV prevalence","2019","New Jersey","34","35,131","468.0","NA"
"HIV prevalence","2018","New Jersey","34","34,752","463.2","NA"
"HIV prevalence","2017","New Jersey","34","34,631","462.1","NA"
"HIV diagnoses","2019","New Jersey","34","1,057","14.1","NA"
"HIV diagnoses","2018","New Jersey","34","1,021","13.6","NA"
"HIV diagnoses","2017","New Jersey","34","1,123","15.0","NA"
"HIV deaths","2019","New Jersey","34","615","8.2","NA"
"HIV deaths","2018","New Jersey","34","640","8.5","NA"
"HIV deaths","2017","New Jersey","34","644","8.6","NA"
"Gonorrhea","2019","New Jersey","34","9,605","127.9","NA"
"Gonorrhea","2018","New Jersey","34","9,055","120.7","NA"
"Gonorrhea","2017","New Jersey","34","9,383","125.2","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","New Jersey","34","39,200 (37,600 - 40,700, 2.1)","521.6 (500.5 - 542.7)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","New Jersey","34","38,800 (37,300 - 40,400, 2.0)","517.7 (497.3 - 538.1)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","New Jersey","34","38,800 (37,300 - 40,300, 1.9)","517.5 (497.7 - 537.3)","NA"
"Estimated HIV incidence","2019","New Jersey","34","990 (590 - 1,400, 20.8)","13.2 (7.8 - 18.6)","NA"
"Estimated HIV incidence","2018","New Jersey","34","960 (600 - 1,300, 19.0)","12.8 (8.0 - 17.6)","NA"
"Estimated HIV incidence","2017","New Jersey","34","1,100 (750 - 1,400, 15.6)","14.4 (10.0 - 18.8)","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","New Jersey","34","826","11.0","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","New Jersey","34","788","10.5","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","New Jersey","34","864","11.5","NA"
"Congenital Syphilis","2019","New Jersey","34","Data not available","Data not available","NA"
"Congenital Syphilis","2018","New Jersey","34","Data not available","Data not available","NA"
"Congenital Syphilis","2017","New Jersey","34","Data not available","Data not available","NA"
"Chlamydia","2019","New Jersey","34","37,538","500.0","NA"
"Chlamydia","2018","New Jersey","34","36,481","486.3","NA"
"Chlamydia","2017","New Jersey","34","35,072","468.0","NA"
"Acute Viral Hepatitis C","2019","New Jersey","34","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","New Jersey","34","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","New Jersey","34","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","New Jersey","34","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","New Jersey","34","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","New Jersey","34","Data not available","Data not available","NA"
"AIDS prevalence","2019","New Jersey","34","17,746","236.4","NA"
"AIDS prevalence","2018","New Jersey","34","17,782","237.0","NA"
"AIDS prevalence","2017","New Jersey","34","17,877","238.5","NA"
"AIDS deaths","2019","New Jersey","34","465","6.2","NA"
"AIDS deaths","2018","New Jersey","34","473","6.3","NA"
"AIDS deaths","2017","New Jersey","34","474","6.3","NA"
"AIDS classifications","2019","New Jersey","34","456","6.1","NA"
"AIDS classifications","2018","New Jersey","34","519","6.9","NA"
"AIDS classifications","2017","New Jersey","34","501","6.7","NA"
"Receipt of HIV medical care","2019","New Mexico","35","2,664","NA","74.4"
"Receipt of HIV medical care","2018","New Mexico","35","2,771","NA","80.0"
"Receipt of HIV medical care","2017","New Mexico","35","2,590","NA","79.6"
"Primary and Secondary Syphilis","2019","New Mexico","35","511","29.0","NA"
"Primary and Secondary Syphilis","2018","New Mexico","35","304","17.4","NA"
"Primary and Secondary Syphilis","2017","New Mexico","35","193","11.1","NA"
"PrEP coverage and number of persons prescribed","2019","New Mexico","35","1,075","NA","15.8"
"PrEP coverage and number of persons prescribed","2018","New Mexico","35","810","NA","11.9"
"PrEP coverage and number of persons prescribed","2017","New Mexico","35","611","NA","9.1"
"Linkage to HIV care","2019","New Mexico","35","138","NA","88.5"
"Linkage to HIV care","2018","New Mexico","35","102","NA","83.6"
"Linkage to HIV care","2017","New Mexico","35","117","NA","83.6"
"Knowledge of Status","2019","New Mexico","35","3,710","NA","86.2 (78.5 - 95.7, 5.1)"
"Knowledge of Status","2018","New Mexico","35","3,564","NA","86.0 (78.4 - 95.1, 5.0)"
"Knowledge of Status","2017","New Mexico","35","3,385","NA","86.4 (78.8 - 95.6, 5.0)"
"Hepatitis  A","2019","New Mexico","35","Data not available","Data not available","NA"
"Hepatitis  A","2018","New Mexico","35","Data not available","Data not available","NA"
"Hepatitis  A","2017","New Mexico","35","Data not available","Data not available","NA"
"HIV viral suppression","2019","New Mexico","35","2,162","NA","60.4"
"HIV viral suppression","2018","New Mexico","35","2,467","NA","71.3"
"HIV viral suppression","2017","New Mexico","35","2,238","NA","68.8"
"HIV prevalence","2019","New Mexico","35","3,734","212.2","NA"
"HIV prevalence","2018","New Mexico","35","3,587","205.0","NA"
"HIV prevalence","2017","New Mexico","35","3,404","195.3","NA"
"HIV diagnoses","2019","New Mexico","35","156","8.9","NA"
"HIV diagnoses","2018","New Mexico","35","135","7.7","NA"
"HIV diagnoses","2017","New Mexico","35","141","8.1","NA"
"HIV deaths","2019","New Mexico","35","52","3.0","NA"
"HIV deaths","2018","New Mexico","35","74","4.2","NA"
"HIV deaths","2017","New Mexico","35","62","3.6","NA"
"Gonorrhea","2019","New Mexico","35","4,877","277.2","NA"
"Gonorrhea","2018","New Mexico","35","5,263","300.8","NA"
"Gonorrhea","2017","New Mexico","35","4,486","257.4","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","New Mexico","35","4,300 (3,900 - 4,700, 5.0)","244.5 (220.4 - 268.7)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","New Mexico","35","4,100 (3,700 - 4,500, 4.9)","237.0 (214.2 - 259.8)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","New Mexico","35","3,900 (3,500 - 4,300, 4.9)","224.8 (203.2 - 246.4)","NA"
"Estimated HIV incidence","2019","New Mexico","35","170 (20 - 310, 44.0*)","9.4 (1.3 - 17.6)","NA"
"Estimated HIV incidence","2018","New Mexico","35","180 (60 - 310, 35.7*)","10.6 (3.2 - 18.0)","NA"
"Estimated HIV incidence","2017","New Mexico","35","140 (40 - 230, 35.6*)","7.8 (2.4 - 13.3)","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","New Mexico","35","203","11.5","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","New Mexico","35","161","9.2","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","New Mexico","35","120","6.9","NA"
"Congenital Syphilis","2019","New Mexico","35","Data not available","Data not available","NA"
"Congenital Syphilis","2018","New Mexico","35","Data not available","Data not available","NA"
"Congenital Syphilis","2017","New Mexico","35","Data not available","Data not available","NA"
"Chlamydia","2019","New Mexico","35","14,274","811.4","NA"
"Chlamydia","2018","New Mexico","35","13,998","800.1","NA"
"Chlamydia","2017","New Mexico","35","13,553","777.7","NA"
"Acute Viral Hepatitis C","2019","New Mexico","35","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2018","New Mexico","35","Data not available","Data not available","NA"
"Acute Viral Hepatitis C","2017","New Mexico","35","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2019","New Mexico","35","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2018","New Mexico","35","Data not available","Data not available","NA"
"Acute Viral Hepatitis B","2017","New Mexico","35","Data not available","Data not available","NA"
"AIDS prevalence","2019","New Mexico","35","1,966","111.8","NA"
"AIDS prevalence","2018","New Mexico","35","1,926","110.1","NA"
"AIDS prevalence","2017","New Mexico","35","1,857","106.6","NA"
"AIDS deaths","2019","New Mexico","35","34","1.9","NA"
"AIDS deaths","2018","New Mexico","35","52","3.0","NA"
"AIDS deaths","2017","New Mexico","35","49","2.8","NA"
"AIDS classifications","2019","New Mexico","35","46","2.6","NA"
"AIDS classifications","2018","New Mexico","35","62","3.5","NA"
"AIDS classifications","2017","New Mexico","35","57","3.3","NA"
"Receipt of HIV medical care","2019","New York","36","92,597","NA","74.6"
"Receipt of HIV medical care","2018","New York","36","91,901","NA","73.8"
"Receipt of HIV medical care","2017","New York","36","90,786","NA","73.5"
"Primary and Secondary Syphilis","2019","New York","36","Data suppressed","Data suppressed","NA"
"Primary and Secondary Syphilis","2018","New York","36","2,653","16.0","NA"
"Primary and Secondary Syphilis","2017","New York","36","2,353","14.1","NA"
"PrEP coverage and number of persons prescribed","2019","New York","36","34,998","NA","48.2"
"PrEP coverage and number of persons prescribed","2018","New York","36","30,105","NA","41.4"
"PrEP coverage and number of persons prescribed","2017","New York","36","22,588","NA","30.3"
"Linkage to HIV care","2019","New York","36","2,027","NA","87.0"
"Linkage to HIV care","2018","New York","36","2,121","NA","86.4"
"Linkage to HIV care","2017","New York","36","2,308","NA","84.5"
"Knowledge of Status","2019","New York","36","124,048","NA","92.7 (90.9 - 94.5, 1.0)"
"Knowledge of Status","2018","New York","36","123,796","NA","92.3 (90.6 - 94.0, 0.9)"
"Knowledge of Status","2017","New York","36","123,071","NA","92.0 (90.3 - 93.7, 0.9)"
"Hepatitis  A","2019","New York","36","Data not available","Data not available","NA"
"Hepatitis  A","2018","New York","36","Data not available","Data not available","NA"
"Hepatitis  A","2017","New York","36","Data not available","Data not available","NA"
"HIV viral suppression","2019","New York","36","81,751","NA","65.9"
"HIV viral suppression","2018","New York","36","80,729","NA","64.8"
"HIV viral suppression","2017","New York","36","78,126","NA","63.3"
"HIV prevalence","2019","New York","36","126,630","765.0","NA"
"HIV prevalence","2018","New York","36","126,403","761.4","NA"
"HIV prevalence","2017","New York","36","125,692","755.5","NA"
"HIV diagnoses","2019","New York","36","2,330","14.1","NA"
"HIV diagnoses","2018","New York","36","2,449","14.8","NA"
"HIV diagnoses","2017","New York","36","2,729","16.4","NA"
"HIV deaths","2019","New York","36","1,787","10.8","NA"
"HIV deaths","2018","New York","36","1,743","10.5","NA"
"HIV deaths","2017","New York","36","1,796","10.8","NA"
"Gonorrhea","2019","New York","36","40,857","246.8","NA"
"Gonorrhea","2018","New York","36","37,226","224.2","NA"
"Gonorrhea","2017","New York","36","34,043","204.6","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2019","New York","36","133,900 (131,300 - 136,400, 1.0)","808.8 (793.5 - 824.2)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2018","New York","36","134,100 (131,600 - 136,600, 0.9)","807.9 (792.9 - 822.9)","NA"
"Estimated HIV prevalence (undiagnosed and diagnosed)","2017","New York","36","133,800 (131,400 - 136,300, 0.9)","804.5 (789.8 - 819.2)","NA"
"Estimated HIV incidence","2019","New York","36","1,800 (1,300 - 2,300, 13.9)","11.0 (8.0 - 14.0)","NA"
"Estimated HIV incidence","2018","New York","36","2,000 (1,600 - 2,500, 11.5)","12.2 (9.4 - 14.9)","NA"
"Estimated HIV incidence","2017","New York","36","2,200 (1,800 - 2,600, 9.5)","13.3 (10.8 - 15.8)","NA"
"Early Non-Primary, Non-Secondary Syphilis","2019","New York","36","4,374","26.4","NA"
"Early Non-Primary, Non-Secondary Syphilis","2018","New York","36","4,094","24.7","NA"
"Early Non-Primary, Non-Secondary Syphilis","2017","New York","36","3,912","23.5","NA"
"Congenital Syphilis","2019","New York","36","Data not available","Data not available","NA"
"Congenital Syphilis","2018","New York","36","Data not available","Data not available","NA"
"Congenital Syphilis","2017","New York","36","Data not available","Data not available","NA"
"Chlamydia","2019","New York","36","124,316","751.1","NA"
"Chlamydia","2018","New York","36","119,443","719.5","NA"
"Chlamydia","2017","New York","36","116,542","700.5","NA"
